cv_metric_AUC	AUC
0.866333333333333	1
0.919333333333333	0.5
0.841	1
0.946166666666667	1
0.860833333333333	1
0.857166666666667	1
0.899833333333333	1
0.901333333333333	1
0.8935	1
0.924333333333333	1
0.944	1
0.781	1
0.82175	1
0.896833333333333	1
0.862583333333333	1
0.874083333333333	1
0.907583333333333	1
0.877833333333333	1
0.877416666666667	1
0.9095	1
0.841333333333333	1
0.873833333333333	0.5
0.949333333333333	1
0.902333333333333	1
0.826666666666667	1
0.954833333333333	1
0.833916666666667	1
0.894333333333333	1
0.9385	0.5
0.815333333333333	1
0.84925	1
0.870916666666667	1
0.8725	1
0.907666666666667	1
0.914666666666667	1
0.936333333333333	1
0.854	1
0.87025	1
0.892166666666667	1
0.8495	1
0.885416666666667	1
0.916833333333333	1
0.923	1
0.842833333333333	0.5
0.8945	1
0.889333333333333	1
0.885666666666667	1
0.873833333333333	1
0.891166666666667	1
0.967	1
0.858333333333333	1
0.956833333333333	1
0.912333333333333	1
0.885166666666667	1
0.867666666666667	0
0.959166666666667	1
0.968166666666667	1
0.880333333333333	1
0.848583333333333	1
0.890916666666667	1
0.971333333333333	1
0.910333333333333	1
0.887166666666667	1
0.87375	1
0.8715	1
0.895666666666667	1
0.916833333333333	0.5
0.828416666666667	1
0.8845	0.5
0.863666666666667	1
0.894833333333333	1
0.9035	1
0.8765	1
0.871333333333333	1
0.8735	1
0.874166666666667	1
0.8385	1
0.8275	1
0.884166666666667	1
0.912	1
0.934833333333333	1
0.852916666666667	1
0.86525	1
0.837333333333333	1
0.87	1
0.900208333333333	0.5
0.817583333333333	1
0.895	1
0.852	1
0.979166666666667	0.5
0.856833333333333	1
0.903166666666667	1
0.830083333333333	1
0.886	1
0.851583333333333	1
0.917083333333333	1
0.935666666666667	1
0.769	1
0.843666666666667	1
0.9065	1
