cv_metric_AUC	AUC
0.888166666666667	1
0.910833333333333	1
0.856833333333333	1
0.851166666666667	1
0.903	0.75
0.850916666666667	1
0.92075	1
0.917333333333333	1
0.878	1
0.904	1
0.846666666666667	1
0.9055	1
0.886416666666667	1
0.85725	1
0.930666666666667	1
0.888083333333333	1
0.9145	1
0.852	1
0.864083333333333	1
0.867333333333333	1
0.87025	1
0.952666666666667	0.5
0.901833333333333	1
0.890916666666667	1
0.9085	0.5
0.898583333333333	1
0.924333333333333	1
0.884166666666667	1
0.882666666666667	1
0.884333333333333	1
0.87125	1
0.935166666666667	0
0.909916666666667	1
0.837166666666667	1
0.886166666666667	1
0.902833333333333	1
0.8745	1
0.85575	1
0.874083333333333	1
0.865833333333333	1
0.863333333333333	1
0.930416666666667	0
0.9315	1
0.872166666666667	1
0.934166666666667	0.5
0.9005	1
0.891666666666667	1
0.850666666666667	1
0.888416666666667	1
0.8495	1
0.9195	1
0.864916666666667	1
0.92975	1
0.87225	1
0.937333333333333	0
0.85825	1
0.8455	1
0.856	1
0.938833333333333	1
0.856166666666667	1
0.845666666666667	1
0.8525	1
0.871333333333333	1
0.866916666666667	1
0.93675	1
0.8745	1
0.899	1
0.85525	1
0.95175	0.5
0.959333333333333	0.5
0.9425	0.5
0.91425	0.5
0.908166666666667	1
0.880833333333333	1
0.8615	1
0.892	1
0.889166666666667	1
0.852	1
0.891166666666667	1
0.901	1
0.893333333333333	1
0.956	0.5
0.889833333333333	1
0.8845	1
0.854666666666667	1
0.904	1
0.941833333333333	1
0.910833333333333	1
0.893916666666667	1
0.942166666666667	1
0.856166666666667	1
0.893333333333333	1
0.8575	1
0.8905	1
0.8615	1
0.946833333333333	1
0.8465	1
0.884666666666667	1
0.94925	0
0.9045	1
